timestamp,Basel Temperature [2 m elevation corrected]
20180401T0500,4.3305287
20180401T0600,4.7605286
20180401T0700,5.3505287
20180401T0800,6.3305287
20180401T0900,7.2705283
20180401T1000,7.2805285
20180401T1100,7.6005287
20180401T1200,8.370529
20180401T1300,9.650529
20180401T1400,9.810529
20180401T1500,9.860529
20180401T1600,9.450529
20180401T1700,8.850529
20180401T1800,7.8905287
20180401T1900,6.6305285
20180401T2000,5.3805285
20180401T2100,3.8305285
20180401T2200,2.4005284
20180401T2300,1.8605287
20180402T0000,1.6105287
20180402T0100,2.7505286
20180402T0200,2.8005285
20180402T0300,1.7705287
20180402T0400,1.3505287
20180402T0500,0.13052866
20180402T0600,0.48052865
20180402T0700,4.2305284
20180402T0800,8.770529
20180402T0900,12.100529
20180402T1000,14.500529
20180402T1100,15.950529
20180402T1200,18.090528
20180402T1300,19.270529
20180402T1400,19.840528
20180402T1500,20.31053
20180402T1600,17.81053
20180402T1700,17.13053
20180402T1800,16.580528
20180402T1900,14.870529
20180402T2000,12.940529
20180402T2100,11.850529
20180402T2200,12.030529
20180402T2300,12.720529
20180403T0000,12.290529
20180403T0100,11.410529
20180403T0200,10.990529
20180403T0300,10.840529
20180403T0400,10.900529
20180403T0500,11.220529
20180403T0600,9.400529
20180403T0700,10.520529
20180403T0800,14.240529
20180403T0900,16.530529
20180403T1000,17.780529
20180403T1100,17.05053
20180403T1200,20.39053
20180403T1300,20.81053
20180403T1400,21.440529
20180403T1500,20.95053
20180403T1600,20.670528
20180403T1700,19.57053
20180403T1800,17.82053
20180403T1900,16.04053
20180403T2000,14.270529
20180403T2100,12.400529
20180403T2200,11.610529
20180403T2300,11.280529
20180404T0000,11.100529
20180404T0100,10.710529
20180404T0200,9.480529
20180404T0300,8.790529
20180404T0400,7.9805284
20180404T0500,6.2105284
20180404T0600,5.8705287
20180404T0700,8.380529
20180404T0800,13.580529
20180404T0900,17.29053
20180404T1000,17.30053
20180404T1100,15.590529
20180404T1200,15.890529
20180404T1300,11.900529
20180404T1400,8.850529
20180404T1500,10.860529
20180404T1600,13.100529
20180404T1700,14.030529
20180404T1800,12.720529
20180404T1900,12.250529
20180404T2000,11.700529
20180404T2100,11.540529
20180404T2200,10.200529
20180404T2300,9.700529
20180405T0000,10.280529
20180405T0100,9.340529
20180405T0200,8.940529
20180405T0300,8.190529
20180405T0400,7.7805285
20180405T0500,6.9005284
20180405T0600,7.5805287
20180405T0700,9.210529
20180405T0800,10.350529
20180405T0900,10.180529
20180405T1000,10.520529
20180405T1100,10.590529
20180405T1200,11.840529
20180405T1300,12.240529
20180405T1400,11.8005295
20180405T1500,11.390529
20180405T1600,11.330529
20180405T1700,10.880529
20180405T1800,9.650529
20180405T1900,8.140529
20180405T2000,7.3205285
20180405T2100,7.2505283
20180405T2200,6.6305285
20180405T2300,5.1005287
20180406T0000,4.2705283
20180406T0100,3.7005286
20180406T0200,3.0905285
20180406T0300,2.6705287
20180406T0400,2.5505285
20180406T0500,2.6105285
20180406T0600,3.9605286
20180406T0700,6.4305286
20180406T0800,8.500529
20180406T0900,10.630529
20180406T1000,12.540529
20180406T1100,14.250529
20180406T1200,16.63053
20180406T1300,17.740528
20180406T1400,18.55053
20180406T1500,19.05053
20180406T1600,18.96053
20180406T1700,18.180529
20180406T1800,16.250528
20180406T1900,13.650529
20180406T2000,11.330529
20180406T2100,10.660529
20180406T2200,10.480529
20180406T2300,9.450529
20180407T0000,8.990529
20180407T0100,8.700529
20180407T0200,8.490529
20180407T0300,7.9305286
20180407T0400,7.1605287
20180407T0500,5.9005284
20180407T0600,6.1205287
20180407T0700,8.090529
20180407T0800,11.250529
20180407T0900,14.070529
20180407T1000,16.520529
20180407T1100,18.420528
20180407T1200,20.62053
20180407T1300,21.770529
20180407T1400,22.47053
20180407T1500,22.830528
20180407T1600,22.81053
20180407T1700,22.190529
20180407T1800,21.04053
20180407T1900,18.07053
20180407T2000,15.510529
20180407T2100,13.370529
20180407T2200,11.910529
20180407T2300,11.010529
20180408T0000,10.870529
20180408T0100,11.3005295
20180408T0200,11.000529
20180408T0300,9.870529
20180408T0400,9.040529
20180408T0500,8.700529
20180408T0600,9.680529
20180408T0700,11.950529
20180408T0800,14.860529
20180408T0900,17.64053
20180408T1000,19.850529
20180408T1100,21.47053
20180408T1200,22.15053
20180408T1300,23.030529
20180408T1400,23.350529
20180408T1500,23.39053
20180408T1600,22.98053
20180408T1700,21.680529
20180408T1800,19.37053
20180408T1900,16.57053
20180408T2000,14.590529
20180408T2100,13.140529
20180408T2200,11.480529
20180408T2300,10.110529
20180409T0000,9.910529
20180409T0100,9.160529
20180409T0200,8.080529
20180409T0300,7.6405287
20180409T0400,8.220529
20180409T0500,8.360529
20180409T0600,9.310529
20180409T0700,10.400529
20180409T0800,13.730529
20180409T0900,16.62053
20180409T1000,18.14053
20180409T1100,17.45053
20180409T1200,19.940529
20180409T1300,20.30053
20180409T1400,19.23053
20180409T1500,18.440529
20180409T1600,17.64053
20180409T1700,16.97053
20180409T1800,16.20053
20180409T1900,15.650529
20180409T2000,15.580529
20180409T2100,15.400529
20180409T2200,14.700529
20180409T2300,13.930529
20180410T0000,13.310529
20180410T0100,12.480529
20180410T0200,11.370529
20180410T0300,10.770529
20180410T0400,10.780529
20180410T0500,10.710529
20180410T0600,10.870529
20180410T0700,10.980529
20180410T0800,11.140529
20180410T0900,11.620529
20180410T1000,11.140529
20180410T1100,12.460529
20180410T1200,14.630529
20180410T1300,15.490529
20180410T1400,14.280529
20180410T1500,13.580529
20180410T1600,11.540529
20180410T1700,10.3005295
20180410T1800,9.810529
20180410T1900,9.340529
20180410T2000,8.720529
20180410T2100,7.4105287
20180410T2200,5.7005286
20180410T2300,5.4905286
20180411T0000,5.3805285
20180411T0100,5.2005286
20180411T0200,4.6805286
20180411T0300,4.5205283
20180411T0400,4.2205286
20180411T0500,4.1005287
20180411T0600,5.5505285
20180411T0700,7.790529
20180411T0800,10.140529
20180411T0900,13.060529
20180411T1000,14.660529
20180411T1100,16.250528
20180411T1200,18.110529
20180411T1300,18.500528
20180411T1400,18.88053
20180411T1500,19.090528
20180411T1600,18.440529
20180411T1700,17.73053
20180411T1800,16.240528
20180411T1900,14.230529
20180411T2000,13.740529
20180411T2100,13.640529
20180411T2200,12.430529
20180411T2300,11.990529
20180412T0000,11.500529
20180412T0100,10.790529
20180412T0200,9.400529
20180412T0300,9.170529
20180412T0400,8.100529
20180412T0500,7.800529
